"genre"	"macroGenre"	"trackId"	"sourcePath"	"expectedFilePath"	"audioExists"	"license"	"licenseUrl"	"referenceUrl"	"canonicalArtist"	"canonicalTitle"	"tags"
"クラシック音楽"	"classical"	"track_0011839"	"39/11839.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/39/11839.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11839"	"Fadièse"	"bluzynette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011840"	"40/11840.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/40/11840.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11840"	"Fadièse"	"pomponette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011841"	"41/11841.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/41/11841.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11841"	"Fadièse"	"musiquette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011842"	"42/11842.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/42/11842.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11842"	"Fadièse"	"melodinette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011843"	"43/11843.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/43/11843.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11843"	"Fadièse"	"glinguinette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011844"	"44/11844.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/44/11844.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11844"	"Fadièse"	"trotinette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0011845"	"45/11845.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/45/11845.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/11845"	"Fadièse"	"berceusounette"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014013"	"13/14013.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/13/14013.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14013"	"Galdson"	"Roots"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014014"	"14/14014.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/14/14014.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14014"	"Galdson"	"Old times"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014015"	"15/14015.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/15/14015.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14015"	"Galdson"	"Life is good"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014016"	"16/14016.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/16/14016.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14016"	"Galdson"	"Come back home"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014017"	"17/14017.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/17/14017.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14017"	"Galdson"	"Distance friend"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014018"	"18/14018.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/18/14018.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14018"	"Galdson"	"Sea heart"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014019"	"19/14019.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/19/14019.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14019"	"Galdson"	"Playing together"	"genre---classical"
"クラシック音楽"	"classical"	"track_0014020"	"20/14020.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/20/14020.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.5/"	"http://www.jamendo.com/track/14020"	"Galdson"	"Destiny"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017148"	"48/17148.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/48/17148.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/17148"	"Ksyz"	"Ta Prohm"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017150"	"50/17150.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/50/17150.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/17150"	"Ksyz"	"Obsession - Version orchestre"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017155"	"55/17155.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/55/17155.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/17155"	"Ksyz"	"Illusions"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017157"	"57/17157.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/57/17157.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/17157"	"Ksyz"	"Le regard de l'ornithorynque"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017170"	"70/17170.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/70/17170.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17170"	"Real Rice"	"Tour de manège"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017171"	"71/17171.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/71/17171.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17171"	"Real Rice"	"Triste pluie - thème principal"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017172"	"72/17172.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/72/17172.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17172"	"Real Rice"	"Danse des pieds nus"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017174"	"74/17174.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/74/17174.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17174"	"Real Rice"	"Tour de manège - sur la plage"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017177"	"77/17177.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/77/17177.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17177"	"Real Rice"	"Tour de manège - version piano"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017178"	"78/17178.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/78/17178.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17178"	"Real Rice"	"Triste pluie - générique de fin"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017621"	"21/17621.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/21/17621.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17621"	"Karim Amari"	"Track 5-Rag Multani (vilambit,tintal) 8,41mn"	"genre---classical"
"クラシック音楽"	"classical"	"track_0017623"	"23/17623.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/23/17623.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/17623"	"Karim Amari"	"Track 7-Rag Kalawati (Alap,Rupak,& tintal)17,00mn"	"genre---classical"
"クラシック音楽"	"classical"	"track_0018865"	"65/18865.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/65/18865.low.mp3"	"true"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"http://www.jamendo.com/track/18865"	"Alterlabel"	"16 - DIESE - Loud Fly"	"genre---classical"
"クラシック音楽"	"classical"	"track_0019191"	"91/19191.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/91/19191.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"http://www.jamendo.com/track/19191"	"Astreiness"	"Chromatic Wing"	"genre---classical"
"クラシック音楽"	"classical"	"track_0019197"	"97/19197.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/97/19197.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"http://www.jamendo.com/track/19197"	"Astreiness"	"Freedom Dance"	"genre---classical"
"クラシック音楽"	"classical"	"track_0022886"	"86/22886.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/86/22886.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/22886"	"mindthings"	"The First Emotion (intro)"	"genre---classical"
"クラシック音楽"	"classical"	"track_0022896"	"96/22896.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/96/22896.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/2.0/fr/"	"http://www.jamendo.com/track/22896"	"mindthings"	"Darkness Days (outro)"	"genre---classical"
"クラシック音楽"	"classical"	"track_0024320"	"20/24320.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/20/24320.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/24320"	"Real Rice"	"Flingage en costumes"	"genre---classical"
"クラシック音楽"	"classical"	"track_0024835"	"35/24835.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/35/24835.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/24835"	"Real Rice"	"Ta Prohm"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025217"	"17/25217.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/17/25217.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/25217"	"Frozen Silence"	"Beautiful Guitar"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025218"	"18/25218.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/18/25218.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25218"	"Frozen Silence"	"Sad Piano"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025219"	"19/25219.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/19/25219.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/25219"	"Frozen Silence"	"Beautiful Piano"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025222"	"22/25222.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/22/25222.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/25222"	"Frozen Silence"	"Melancholy"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025223"	"23/25223.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/23/25223.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25223"	"Frozen Silence"	"Romantic Piano"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025225"	"25/25225.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/25/25225.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25225"	"Frozen Silence"	"Melancholy"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025226"	"26/25226.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/26/25226.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25226"	"Frozen Silence"	"Piano"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025227"	"27/25227.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/27/25227.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"http://www.jamendo.com/track/25227"	"Frozen Silence"	"Harp"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025245"	"45/25245.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/45/25245.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25245"	"Celestial Aeon Project"	"Beautiful"	"genre---orchestral"
"クラシック音楽"	"classical"	"track_0025250"	"50/25250.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/50/25250.low.mp3"	"true"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"http://www.jamendo.com/track/25250"	"Celestial Aeon Project"	"Inspiring"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025264"	"64/25264.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/64/25264.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"http://www.jamendo.com/track/25264"	"Xcyril"	"SGO - Fight"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025266"	"66/25266.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/66/25266.low.mp3"	"true"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"http://www.jamendo.com/track/25266"	"Xcyril"	"SGO - End Credits"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025380"	"80/25380.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/80/25380.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25380"	"Celestial Aeon Project"	"Melancholy"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025381"	"81/25381.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/81/25381.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25381"	"Celestial Aeon Project"	"Uplifting"	"genre---orchestral"
"クラシック音楽"	"classical"	"track_0025384"	"84/25384.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/84/25384.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25384"	"Celestial Aeon Project"	"Battle"	"genre---orchestral"
"クラシック音楽"	"classical"	"track_0025385"	"85/25385.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/85/25385.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25385"	"Celestial Aeon Project"	"Romantic"	"genre---orchestral"
"クラシック音楽"	"classical"	"track_0025386"	"86/25386.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/86/25386.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25386"	"Celestial Aeon Project"	"Beautiful"	"genre---classical"
"クラシック音楽"	"classical"	"track_0025387"	"87/25387.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/87/25387.low.mp3"	"true"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/2.5/"	"http://www.jamendo.com/track/25387"	"Celestial Aeon Project"	"Danger"	"genre---orchestral"
"クラシック音楽"	"classical"	"track_0026648"	"48/26648.mp3"	"/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/mtg-jamendo/raw_30s/audio-low/48/26648.low.mp3"	"true"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"http://www.jamendo.com/track/26648"	"NeLaS"	"O Panda Pindo"	"genre---classical"
