reviewStatus	reviewNote	genre	confidence	formalEligible	source	license	title	artist	album	labelEvidence	safetyFlags	audioExists	filePath	candidateAudioUrl	referenceUrl	trackId
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Poisons & Potions	Edward Shallow	World Head Law	アニメソング adjacent wording only; do not formal-promote without manual approval		true	/Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/fma/fma_small/072/072233.mp3	file:///Volumes/20251005_12TBskyhawk/MUSICTee-cache/external-data/fma/fma_small/072/072233.mp3	https://freemusicarchive.org/track/72233	72233
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Tower	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76461	76461
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Merchant	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76462	76462
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Submerged	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76463	76463
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Good Luck	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76464	76464
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Halogenic Hive	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76465	76465
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Take Care	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76466	76466
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	We Are Carbon	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76467	76467
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Cinder	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76468	76468
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Sweet Tooth	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76469	76469
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Inhibitor	Edward Shallow	Dodecaheadroom	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/76470	76470
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Unluck	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95202	95202
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Commedia Oppositorum	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95203	95203
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Curse The Night, Ecstatic	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95204	95204
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Tricky Pyramids	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95205	95205
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Cauldron Chemistry	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95206	95206
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Fractal Crook	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95207	95207
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	The Infinite Railroad	Edward Shallow	Hippodichotomous	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/95208	95208
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Parodius Intro	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96486	96486
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Hailfire Peaks	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96487	96487
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Chinese Interlude	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96488	96488
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Dream Land Attack	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96489	96489
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Italo-Texan Interlude	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96490	96490
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Ghosts 'n Goblins	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96491	96491
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Quiet Village Kokiri	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96492	96492
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Super Mario 2	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96493	96493
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Mario Sunset	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96494	96494
		アニメソング	adjacent	false	FMA	CC-BY-NC-ND	Dragon's Lair	Thiaz Itch	V.G. Unplugged	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/96495	96495
		アニメソング	adjacent	false	FMA	CC-BY-NC-SA	Life After 105	Visager	Mallumo	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/103587	103587
		アニメソング	adjacent	false	FMA	CC-BY	Title Theme	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124637	124637
		アニメソング	adjacent	false	FMA	CC-BY	Castle Theme	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124638	124638
		アニメソング	adjacent	false	FMA	CC-BY	Shrine	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124639	124639
		アニメソング	adjacent	false	FMA	CC-BY	The Great Forest	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124640	124640
		アニメソング	adjacent	false	FMA	CC-BY	Windy Bluffs	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124641	124641
		アニメソング	adjacent	false	FMA	CC-BY	Pyramid Level	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124642	124642
		アニメソング	adjacent	false	FMA	CC-BY	Ice Cave	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124643	124643
		アニメソング	adjacent	false	FMA	CC-BY	Airship	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124644	124644
		アニメソング	adjacent	false	FMA	CC-BY	Dark Sanctum (Boss Fight)	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124645	124645
		アニメソング	adjacent	false	FMA	CC-BY	Village Dreaming	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124646	124646
		アニメソング	adjacent	false	FMA	CC-BY	The Final Road	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124647	124647
		アニメソング	adjacent	false	FMA	CC-BY	Title Theme [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124648	124648
		アニメソング	adjacent	false	FMA	CC-BY	The Great Forest [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124649	124649
		アニメソング	adjacent	false	FMA	CC-BY	Windy Bluffs [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124650	124650
		アニメソング	adjacent	false	FMA	CC-BY	Pyramid Level [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124651	124651
		アニメソング	adjacent	false	FMA	CC-BY	Ice Cave [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124652	124652
		アニメソング	adjacent	false	FMA	CC-BY	Airship [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124653	124653
		アニメソング	adjacent	false	FMA	CC-BY	Dark Sanctum (Boss Fight) [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124654	124654
		アニメソング	adjacent	false	FMA	CC-BY	Village Dreaming [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124655	124655
		アニメソング	adjacent	false	FMA	CC-BY	The Final Road [Loop]	Visager	Songs From An Unmade World	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/124656	124656
		アニメソング	adjacent	false	FMA	CC-BY	Welcome Player!	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136171	136171
		アニメソング	adjacent	false	FMA	CC-BY	Royal Entrance	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136172	136172
		アニメソング	adjacent	false	FMA	CC-BY	Throne Room	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136173	136173
		アニメソング	adjacent	false	FMA	CC-BY	Factory Time	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136174	136174
		アニメソング	adjacent	false	FMA	CC-BY	Battle!	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136175	136175
		アニメソング	adjacent	false	FMA	CC-BY	Haunted Forest	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136176	136176
		アニメソング	adjacent	false	FMA	CC-BY	Witch's Hut	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136177	136177
		アニメソング	adjacent	false	FMA	CC-BY	Winter Village	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136178	136178
		アニメソング	adjacent	false	FMA	CC-BY	We Can Do It!	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136179	136179
		アニメソング	adjacent	false	FMA	CC-BY	The Plateau at Night	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136180	136180
		アニメソング	adjacent	false	FMA	CC-BY	Eerie Mausoleum	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136181	136181
		アニメソング	adjacent	false	FMA	CC-BY	Miniboss Fight	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136182	136182
		アニメソング	adjacent	false	FMA	CC-BY	Inside the Tower	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136183	136183
		アニメソング	adjacent	false	FMA	CC-BY	Final Sacrifice	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136184	136184
		アニメソング	adjacent	false	FMA	CC-BY	Epilogue	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136185	136185
		アニメソング	adjacent	false	FMA	CC-BY	End Credits	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136186	136186
		アニメソング	adjacent	false	FMA	CC-BY	Welcome Player [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136187	136187
		アニメソング	adjacent	false	FMA	CC-BY	Royal Entrance [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136188	136188
		アニメソング	adjacent	false	FMA	CC-BY	Throne Room [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136189	136189
		アニメソング	adjacent	false	FMA	CC-BY	Factory Time [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136190	136190
		アニメソング	adjacent	false	FMA	CC-BY	Battle! [Intro]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136191	136191
		アニメソング	adjacent	false	FMA	CC-BY	Battle! [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136192	136192
		アニメソング	adjacent	false	FMA	CC-BY	Haunted Forest [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136193	136193
		アニメソング	adjacent	false	FMA	CC-BY	Witch's Hut [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136194	136194
		アニメソング	adjacent	false	FMA	CC-BY	Winter Village [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136195	136195
		アニメソング	adjacent	false	FMA	CC-BY	We Can Do It! [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136196	136196
		アニメソング	adjacent	false	FMA	CC-BY	The Plateau at Night [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136197	136197
		アニメソング	adjacent	false	FMA	CC-BY	Miniboss Fight [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136198	136198
		アニメソング	adjacent	false	FMA	CC-BY	Eerie Mausoleum [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136199	136199
		アニメソング	adjacent	false	FMA	CC-BY	Inside the Tower [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136200	136200
		アニメソング	adjacent	false	FMA	CC-BY	Final Sacrifice [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136201	136201
		アニメソング	adjacent	false	FMA	CC-BY	End Credits [Loop]	Visager	Songs From An Unmade World 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/136202	136202
		アニメソング	adjacent	false	FMA	CC0	Fouler l'horizon	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140389	140389
		アニメソング	adjacent	false	FMA	CC0	Le Grand Village	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140390	140390
		アニメソング	adjacent	false	FMA	CC0	Champ de tournesol	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140391	140391
		アニメソング	adjacent	false	FMA	CC0	Barque sur le lac	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140392	140392
		アニメソング	adjacent	false	FMA	CC0	La Citadelle	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140393	140393
		アニメソング	adjacent	false	FMA	CC0	La ville aux ponts suspendus	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140394	140394
		アニメソング	adjacent	false	FMA	CC0	La montagne	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140395	140395
		アニメソング	adjacent	false	FMA	CC0	Un désert	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140396	140396
		アニメソング	adjacent	false	FMA	CC0	De l'herbe sous les pieds	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140397	140397
		アニメソング	adjacent	false	FMA	CC0	Quelques rues sombres	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140398	140398
		アニメソング	adjacent	false	FMA	CC0	Trop la win	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140399	140399
		アニメソング	adjacent	false	FMA	CC0	Pirates libertaires	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140400	140400
		アニメソング	adjacent	false	FMA	CC0	Bleu	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140401	140401
		アニメソング	adjacent	false	FMA	CC0	Un coin loin du monde	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140402	140402
		アニメソング	adjacent	false	FMA	CC0	L'orage et l'aventure	Komiku	It's time for adventure !	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/140403	140403
		アニメソング	adjacent	false	FMA	CC0	Balance	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145620	145620
		アニメソング	adjacent	false	FMA	CC0	Chill Out Theme	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145621	145621
		アニメソング	adjacent	false	FMA	CC0	Battle Theme	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145622	145622
		アニメソング	adjacent	false	FMA	CC0	Time	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145623	145623
		アニメソング	adjacent	false	FMA	CC0	Down the river	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145624	145624
		アニメソング	adjacent	false	FMA	CC0	Filthy	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145625	145625
		アニメソング	adjacent	false	FMA	CC0	Frozen Jungle	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145626	145626
		アニメソング	adjacent	false	FMA	CC0	Dreaming of you	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145627	145627
		アニメソング	adjacent	false	FMA	CC0	This one is tough	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145628	145628
		アニメソング	adjacent	false	FMA	CC0	Something to save	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145629	145629
		アニメソング	adjacent	false	FMA	CC0	Remember this shadow	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145630	145630
		アニメソング	adjacent	false	FMA	CC0	Tension	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145631	145631
		アニメソング	adjacent	false	FMA	CC0	Fight, run, breath deeply	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145632	145632
		アニメソング	adjacent	false	FMA	CC0	Sad walk with sad melodica	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145633	145633
		アニメソング	adjacent	false	FMA	CC0	Victory	Komiku	It's time for adventure ! vol 2	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/145634	145634
		アニメソング	adjacent	false	FMA	CC0	Childhood scene	Komiku	It's time for adventure ! vol 3	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/153138	153138
		アニメソング	adjacent	false	FMA	CC0	The first person crossing the bridge since a century	Komiku	It's time for adventure ! vol 3	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/153139	153139
		アニメソング	adjacent	false	FMA	CC0	Big person, tiny cities (world map's theme)	Komiku	It's time for adventure ! vol 3	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/153140	153140
		アニメソング	adjacent	false	FMA	CC0	Save me from my prison, heroic principal character	Komiku	It's time for adventure ! vol 3	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/153141	153141
		アニメソング	adjacent	false	FMA	CC0	How to evade a place with no wall	Komiku	It's time for adventure ! vol 3	アニメソング adjacent wording only; do not formal-promote without manual approval		false			https://freemusicarchive.org/track/153142	153142
